1, 1485781502808, 0, 5, 21.92, 42.615, 154.29, 473.8, 0, 0, 0, 0
2, 1485781502909, 0, 4, 22.05, 38.525, 210.00, 602.6, 0, 0, 0, 0
3, 1485781506171, 4, 1, 22.27, 41.360, 145.71, 372.6, 0, 0, 0, 0
4, 1485781506773, 4, 3, 22.08, 36.054, 157.14, 446.2, 0, 0, 0, 0
5, 1485781506803, 4, 4, 22.06, 38.566, 214.29, 602.6, 0, 0, 0, 0
6, 1485781507047, 4, 5, 21.92, 42.615, 152.86, 478.4, 0, 0, 0, 0
7, 1485781507166, 5, 2, 22.04, 51.282, 174.29, 510.6, 0, 0, 0, 0
8, 1485781510162, 8, 5, 21.92, 42.615, 154.29, 473.8, 0, 0, 0, 0
9, 1485781510394, 8, 4, 22.06, 38.606, 214.29, 602.6, 0, 0, 0, 0
10, 1485781510427, 8, 2, 22.03, 51.282, 171.43, 506.0, 0, 0, 0, 0
11, 1485781510536, 8, 1, 22.27, 41.360, 147.14, 372.6, 0, 0, 0, 0
12, 1485781510638, 8, 3, 22.08, 36.054, 158.57, 446.2, 0, 0, 0, 0
13, 1485781514390, 12, 1, 22.27, 41.360, 145.71, 377.2, 0, 0, 0, 0
14, 1485781514646, 12, 2, 22.04, 51.282, 172.86, 506.0, 0, 0, 0, 0
15, 1485781514902, 12, 5, 21.91, 42.615, 154.29, 473.8, 0, 0, 0, 0
16, 1485781514993, 12, 3, 22.08, 36.054, 158.57, 455.4, 0, 0, 0, 0
17, 1485781515384, 13, 4, 22.05, 38.606, 211.43, 602.6, 0, 0, 0, 0
18, 1485781518385, 16, 2, 22.04, 51.282, 171.43, 506.0, 0, 0, 0, 0
19, 1485781518505, 16, 1, 22.26, 41.319, 147.14, 377.2, 0, 0, 0, 0
20, 1485781518732, 16, 3, 22.09, 36.095, 158.57, 446.2, 0, 0, 0, 0
21, 1485781518893, 16, 5, 21.92, 42.615, 154.29, 473.8, 0, 0, 0, 0
22, 1485781519124, 17, 4, 22.05, 38.606, 212.86, 598.0, 0, 0, 0, 0
23, 1485781522097, 20, 3, 22.09, 36.054, 155.71, 446.2, 0, 0, 0, 0
24, 1485781522132, 20, 5, 21.92, 42.656, 154.29, 478.4, 0, 0, 0, 0
25, 1485781522626, 20, 2, 22.02, 51.282, 171.43, 510.6, 0, 0, 0, 0
26, 1485781522863, 20, 4, 22.05, 38.606, 214.29, 602.6, 0, 0, 0, 0
27, 1485781523120, 21, 1, 22.27, 41.319, 147.14, 377.2, 0, 0, 0, 0
28, 1485781526485, 24, 1, 22.26, 41.319, 147.14, 363.4, 0, 0, 0, 0
29, 1485781526837, 24, 3, 22.08, 36.095, 158.57, 446.2, 0, 0, 0, 0
30, 1485781526868, 24, 2, 22.03, 51.282, 167.14, 501.4, 0, 0, 0, 0
31, 1485781527103, 25, 4, 22.05, 38.606, 214.29, 598.0, 0, 0, 0, 0
32, 1485781527132, 25, 5, 21.92, 42.615, 155.71, 483.0, 0, 0, 0, 0
33, 1485781530452, 28, 3, 22.08, 36.054, 155.71, 446.2, 0, 0, 0, 0
34, 1485781530492, 28, 1, 22.27, 41.319, 145.71, 372.6, 0, 0, 0, 0
35, 1485781530593, 28, 4, 22.06, 38.606, 214.29, 607.2, 0, 0, 0, 0
36, 1485781530731, 28, 2, 22.03, 51.282, 171.43, 506.0, 0, 0, 0, 0
37, 1485781531352, 29, 5, 21.91, 42.615, 154.29, 473.8, 0, 0, 0, 0
38, 1485781534066, 31, 3, 22.08, 36.054, 157.14, 441.6, 0, 0, 0, 0
39, 1485781534592, 32, 5, 21.92, 42.615, 157.14, 483.0, 0, 0, 0, 0
40, 1485781534836, 32, 2, 22.03, 51.282, 170.00, 510.6, 0, 0, 0, 0
41, 1485781535090, 33, 1, 22.26, 41.319, 147.14, 377.2, 0, 0, 0, 0
42, 1485781535199, 33, 4, 22.06, 38.606, 210.00, 598.0, 0, 0, 0, 0
43, 1485781538080, 36, 1, 22.27, 41.319, 145.71, 377.2, 0, 0, 0, 0
44, 1485781538182, 36, 3, 22.08, 36.054, 157.14, 446.2, 0, 0, 0, 0
45, 1485781538439, 36, 4, 22.06, 38.566, 212.86, 607.2, 0, 0, 0, 0
46, 1485781538707, 36, 5, 21.92, 42.575, 155.71, 478.4, 0, 0, 0, 0
47, 1485781539075, 37, 2, 22.04, 51.282, 172.86, 510.6, 0, 0, 0, 0
48, 1485781542053, 39, 4, 22.06, 38.566, 215.71, 611.8, 0, 0, 0, 0
49, 1485781542547, 40, 3, 22.09, 36.054, 157.14, 450.8, 0, 0, 0, 0
50, 1485781542821, 40, 5, 21.93, 42.575, 155.71, 478.4, 0, 0, 0, 0
51, 1485781543444, 41, 1, 22.27, 41.319, 150.00, 377.2, 0, 0, 0, 0
52, 1485781545812, 43, 2, 22.02, 51.282, 171.43, 506.0, 0, 0, 0, 0
53, 1485781546161, 44, 3, 22.08, 36.054, 157.14, 446.2, 0, 0, 0, 0
54, 1485781546417, 44, 4, 22.05, 38.606, 214.29, 611.8, 0, 0, 0, 0
55, 1485781546446, 44, 1, 22.27, 41.319, 148.57, 372.6, 0, 0, 0, 0
56, 1485781546811, 44, 5, 21.92, 42.615, 154.29, 478.4, 0, 0, 0, 0
57, 1485781547053, 44, 2, 22.03, 51.282, 174.29, 510.6, 0, 0, 0, 0
58, 1485781550050, 47, 1, 22.26, 41.319, 147.14, 368.0, 0, 0, 0, 0
59, 1485781550416, 48, 2, 22.04, 51.282, 171.43, 510.6, 0, 0, 0, 0
60, 1485781550526, 48, 3, 22.08, 36.054, 158.57, 446.2, 0, 0, 0, 0
61, 1485781550676, 48, 5, 21.92, 42.615, 154.29, 473.8, 0, 0, 0, 0
62, 1485781550909, 48, 4, 22.06, 38.606, 212.86, 607.2, 0, 0, 0, 0
63, 1485781554040, 51, 1, 22.26, 41.360, 150.00, 381.8, 0, 0, 0, 0
64, 1485781554398, 52, 4, 22.05, 38.606, 214.29, 607.2, 0, 0, 0, 0
65, 1485781554657, 52, 2, 22.04, 51.282, 171.43, 506.0, 0, 0, 0, 0
66, 1485781554686, 52, 5, 21.92, 42.656, 154.29, 473.8, 0, 0, 0, 0
67, 1485781555142, 53, 3, 22.08, 36.054, 157.14, 446.2, 0, 0, 0, 0
68, 1485781558138, 56, 4, 22.06, 38.606, 214.29, 611.8, 0, 0, 0, 0
69, 1485781558506, 56, 3, 22.08, 36.054, 158.57, 446.2, 0, 0, 0, 0
70, 1485781558653, 56, 1, 22.27, 41.360, 145.71, 377.2, 0, 0, 0, 0
71, 1485781558771, 56, 2, 22.04, 51.282, 171.43, 510.6, 0, 0, 0, 0
72, 1485781558905, 56, 5, 21.93, 42.615, 154.29, 473.8, 0, 0, 0, 0
73, 1485781562395, 60, 1, 22.27, 41.360, 148.57, 372.6, 0, 0, 0, 0
74, 1485781562647, 60, 5, 21.92, 42.615, 152.86, 483.0, 0, 0, 0, 0
75, 1485781562754, 60, 4, 22.06, 38.566, 215.71, 611.8, 0, 0, 0, 0
76, 1485781562872, 60, 3, 22.08, 36.095, 157.14, 441.6, 0, 0, 0, 0
77, 1485781562902, 60, 2, 22.03, 51.282, 171.43, 506.0, 0, 0, 0, 0
78, 1485781566135, 64, 1, 22.26, 41.319, 148.57, 372.6, 0, 0, 0, 0
79, 1485781566368, 64, 4, 22.06, 38.566, 214.29, 611.8, 0, 0, 0, 0
80, 1485781566397, 64, 5, 21.92, 42.656, 151.43, 469.2, 0, 0, 0, 0
81, 1485781566486, 64, 3, 22.08, 36.014, 157.14, 441.6, 0, 0, 0, 0
82, 1485781566877, 64, 2, 22.03, 51.282, 170.00, 510.6, 0, 0, 0, 0
83, 1485781570226, 68, 3, 22.10, 36.054, 154.29, 437.0, 0, 0, 0, 0
84, 1485781570492, 68, 2, 22.03, 51.282, 170.00, 519.8, 0, 0, 0, 0
85, 1485781570627, 68, 5, 21.92, 42.656, 155.71, 478.4, 0, 0, 0, 0
86, 1485781570749, 68, 1, 22.26, 41.319, 147.14, 372.6, 0, 0, 0, 0
87, 1485781571108, 69, 4, 22.06, 38.606, 211.43, 607.2, 0, 0, 0, 0
88, 1485781574240, 72, 5, 21.92, 42.656, 154.29, 478.4, 0, 0, 0, 0
89, 1485781574347, 72, 4, 22.05, 38.606, 217.14, 607.2, 0, 0, 0, 0
90, 1485781574839, 72, 3, 22.08, 36.054, 158.57, 446.2, 0, 0, 0, 0
91, 1485781574869, 72, 1, 22.27, 41.319, 147.14, 377.2, 0, 0, 0, 0
92, 1485781574980, 72, 2, 22.03, 51.282, 168.57, 510.6, 0, 0, 0, 0
